sid,elastic,yield,phase_ratio_dict,ds
Co11.20Mo5.30Ti2.20,1.30E+11,924906878.4,"{""martensite"": 0.6437470770987374, ""Fe2Mo"": 0.09306104843237503, ""austenite"": 0.1567932568368647, ""gamma_phase"": 0.01183888744737617, ""Ni3Ti"": 0.09455973018464676}",20250421
Co11.20Mo5.05Ti2.60,1.38E+11,975016895.7,"{""martensite"": 0.6639884958572797, ""Fe2Mo"": 0.08892139108347603, ""austenite"": 0.1208063621960047, ""gamma_phase"": 0.01489545893624339, ""Ni3Ti"": 0.1113882919269963}",20250421
Co11.20Mo4.95Ti2.40,1.34E+11,948516936.8,"{""martensite"": 0.6582692028318672, ""Fe2Mo"": 0.08649542465047932, ""austenite"": 0.1389848813679109, ""gamma_phase"": 0.01326478795604503, ""Ni3Ti"": 0.1029857031936976}",20250421
Co11.20Mo5.10Ti0.80,84898604617,609480391.5,"{""martensite"": 0.5953589383838301, ""Fe2Mo"": 0.08611001538560531, ""austenite"": 0.2824439326606825, ""gamma_phase"": 0.0009312756456974049, ""Ni3Ti"": 0.03515583792418457}",20250421
Co11.20Mo5.15Ti1.40,1.08E+11,778585314.7,"{""martensite"": 0.6165651300007842, ""Fe2Mo"": 0.0883681486907783, ""austenite"": 0.2288156637040529, ""gamma_phase"": 0.005542722368396088, ""Ni3Ti"": 0.06070833523598844}",20250421
Co11.20Mo4.90Ti2.80,1.50E+11,1029096485,"{""martensite"": 0.6746952160273528, ""Fe2Mo"": 0.08636352146778921, ""austenite"": 0.1027478905584167, ""gamma_phase"": 0.0164316445571922, ""Ni3Ti"": 0.1197617273892491}",20250421
Co11.20Mo5.15Ti3.00,1.60E+11,1089901168,"{""martensite"": 0.677504998797184, ""Fe2Mo"": 0.0917793510869614, ""austenite"": 0.08442679585704943, ""gamma_phase"": 0.01813392273755665, ""Ni3Ti"": 0.1281549315212486}",20250421
Co11.20Mo5.20Ti3.00,1.51E+11,1077852915,"{""martensite"": 0.6765089924240894, ""Fe2Mo"": 0.09277633385928535, ""austenite"": 0.08440057010243539, ""gamma_phase"": 0.01815316420443846, ""Ni3Ti"": 0.1281609394097514}",20250421
Co11.20Mo5.35Ti2.80,1.41E+11,996533347,"{""martensite"": 0.6657653287755113, ""Fe2Mo"": 0.09533973772169017, ""austenite"": 0.1024850471387375, ""gamma_phase"": 0.01661116381965086, ""Ni3Ti"": 0.1197987225444102}",20250421
Co11.20Mo5.50Ti1.20,99543845933,723031992.8,"{""martensite"": 0.6023889642495421, ""Fe2Mo"": 0.09497559871364757, ""austenite"": 0.2463214960345289, ""gamma_phase"": 0.004191598425839368, ""Ni3Ti"": 0.05212234257644206}",20250421
Co11.20Mo5.35Ti1.80,1.18E+11,851334958.9,"{""martensite"": 0.6276462551089207, ""Fe2Mo"": 0.0932172670108991, ""austenite"": 0.1927525107374773, ""gamma_phase"": 0.008736085035408575, ""Ni3Ti"": 0.07764788210729427}",20250421
Co11.20Mo4.90Ti0.80,1.05E+11,736936352.9,"{""martensite"": 0.5991822228547132, ""Fe2Mo"": 0.08209683919603866, ""austenite"": 0.2826839528589827, ""gamma_phase"": 0.0008192122777559936, ""Ni3Ti"": 0.03521777281250937}",20250421
Co11.20Mo5.15Ti2.80,1.62E+11,1109520047,"{""martensite"": 0.6697362382751145, ""Fe2Mo"": 0.09134744525422193, ""austenite"": 0.102602935396584, ""gamma_phase"": 0.01653132706869356, ""Ni3Ti"": 0.119782054005386}",20250421
Co11.20Mo5.50Ti0.80,97917365616,685937364.9,"{""martensite"": 0.5877048431158917, ""Fe2Mo"": 0.09415042643572223, ""austenite"": 0.281955753498304, ""gamma_phase"": 0.001157244312221209, ""Ni3Ti"": 0.03503173263786083}",20250421
Co11.20Mo5.25Ti1.80,1.15E+11,835745835.3,"{""martensite"": 0.6295958708423581, ""Fe2Mo"": 0.09121388372224971, ""austenite"": 0.1928430763401291, ""gamma_phase"": 0.008688356889021186, ""Ni3Ti"": 0.07765881220624185}",20250421
Co11.20Mo5.00Ti3.00,1.49E+11,1031258251,"{""martensite"": 0.6804917372045768, ""Fe2Mo"": 0.08879011634329773, ""austenite"": 0.08450487757353094, ""gamma_phase"": 0.01807620915045863, ""Ni3Ti"": 0.1281370597281359}",20250421
Co11.20Mo5.00Ti1.60,1.26E+11,883098412.3,"{""martensite"": 0.6269453677582467, ""Fe2Mo"": 0.08578598386237514, ""austenite"": 0.2110350801849077, ""gamma_phase"": 0.007013731265188333, ""Ni3Ti"": 0.06921983692928214}",20250421
Co11.20Mo5.00Ti2.00,1.23E+11,877541605,"{""martensite"": 0.6420302082704201, ""Fe2Mo"": 0.08663653336790755, ""austenite"": 0.1750637311317325, ""gamma_phase"": 0.01013342187337165, ""Ni3Ti"": 0.08613610535656822}",20250421
Co11.20Mo4.90Ti1.20,1.11E+11,794983354.8,"{""martensite"": 0.6139524134518807, ""Fe2Mo"": 0.08293813786572489, ""austenite"": 0.2469746126545278, ""gamma_phase"": 0.003875092508660488, ""Ni3Ti"": 0.05225974351920613}",20250421
Co11.20Mo5.35Ti0.80,88820962613,632888432.2,"{""martensite"": 0.5905763082845736, ""Fe2Mo"": 0.09113307232072952, ""austenite"": 0.2821400933864005, ""gamma_phase"": 0.001072214399296106, ""Ni3Ti"": 0.03507831160900021}",20250421
Co11.20Mo5.10Ti1.00,99351825334,716191648.1,"{""martensite"": 0.6027096743203869, ""Fe2Mo"": 0.08652725862657058, ""austenite"": 0.2646183585116834, ""gamma_phase"": 0.002451414220022928, ""Ni3Ti"": 0.04369329432133636}",20250421
Co11.20Mo5.45Ti2.00,1.19E+11,845519408.7,"{""martensite"": 0.6332267560185649, ""Fe2Mo"": 0.09564183668969674, ""austenite"": 0.1746864033696411, ""gamma_phase"": 0.0103405722728352, ""Ni3Ti"": 0.0861044316492619}",20250421
Co11.20Mo5.15Ti2.00,1.24E+11,890044318.1,"{""martensite"": 0.6390973799528193, ""Fe2Mo"": 0.08963569914003744, ""austenite"": 0.1749391711958039, ""gamma_phase"": 0.01020230716166346, ""Ni3Ti"": 0.08612544254967579}",20250421
Co11.20Mo5.05Ti2.80,1.42E+11,1004848538,"{""martensite"": 0.6717204500748738, ""Fe2Mo"": 0.08935301761934263, ""austenite"": 0.1026612377603124, ""gamma_phase"": 0.01649143931190728, ""Ni3Ti"": 0.1197738552335639}",20250421
Co11.20Mo5.25Ti2.20,1.25E+11,884021695.6,"{""martensite"": 0.6447290494969523, ""Fe2Mo"": 0.09206083778486385, ""austenite"": 0.1568321696968275, ""gamma_phase"": 0.01181665134630343, ""Ni3Ti"": 0.09456129167505288}",20250421
Co11.20Mo5.00Ti0.80,1.02E+11,729689350.9,"{""martensite"": 0.5972708932104729, ""Fe2Mo"": 0.08410284248854538, ""austenite"": 0.282564281559232, ""gamma_phase"": 0.0008751683507078216, ""Ni3Ti"": 0.03518681439104173}",20250421
Co11.20Mo5.05Ti2.20,1.30E+11,922135884,"{""martensite"": 0.6486550450678855, ""Fe2Mo"": 0.08806287976031889, ""austenite"": 0.1569865366629737, ""gamma_phase"": 0.01172785681939448, ""Ni3Ti"": 0.09456768168942738}",20250421
Co11.20Mo5.45Ti1.80,1.19E+11,859025424.2,"{""martensite"": 0.6256959228744258, ""Fe2Mo"": 0.09522181102207239, ""austenite"": 0.1926613782511778, ""gamma_phase"": 0.008783901261078576, ""Ni3Ti"": 0.0776369865912456}",20250421
Co11.20Mo5.50Ti2.40,1.26E+11,912653168,"{""martensite"": 0.6474297710190068, ""Fe2Mo"": 0.09748725434953995, ""austenite"": 0.1385927158640195, ""gamma_phase"": 0.01350069554801369, ""Ni3Ti"": 0.1029895632194202}",20250421
Co11.20Mo4.90Ti2.40,1.34E+11,933120753.4,"{""martensite"": 0.6592534361097813, ""Fe2Mo"": 0.08549789286293742, ""austenite"": 0.1390198042859033, ""gamma_phase"": 0.01324341102949826, ""Ni3Ti"": 0.1029854557118798}",20250421
Co11.20Mo5.45Ti2.60,1.43E+11,1017152525,"{""martensite"": 0.656075554175356, ""Fe2Mo"": 0.09691128235777345, ""austenite"": 0.120545677938715, ""gamma_phase"": 0.01506102057627454, ""Ni3Ti"": 0.1114064649518812}",20250421
Co11.20Mo5.50Ti2.00,1.29E+11,921016412,"{""martensite"": 0.63224767359555, ""Fe2Mo"": 0.09664387311107063, ""austenite"": 0.1746438017112526, ""gamma_phase"": 0.01036368184235686, ""Ni3Ti"": 0.08610096973976987}",20250421
Co11.20Mo5.20Ti2.40,1.35E+11,957083447.6,"{""martensite"": 0.6533451151223137, ""Fe2Mo"": 0.09148739320910614, ""austenite"": 0.1388084476605515, ""gamma_phase"": 0.01337184306949709, ""Ni3Ti"": 0.1029872009385315}",20250421
Co11.20Mo5.40Ti1.60,1.14E+11,823374871.8,"{""martensite"": 0.6191786946912002, ""Fe2Mo"": 0.09380023094477419, ""austenite"": 0.2106499299885714, ""gamma_phase"": 0.007210958891283458, ""Ni3Ti"": 0.06916018548417077}",20250421
Co11.20Mo5.10Ti1.20,1.04E+11,735091448.7,"{""martensite"": 0.6101005667563326, ""Fe2Mo"": 0.0869459590804008, ""austenite"": 0.2467594531373085, ""gamma_phase"": 0.00398008817237476, ""Ni3Ti"": 0.05221393285358327}",20250421
Co11.20Mo5.05Ti0.80,94396027804,682152266.3,"{""martensite"": 0.5963149940186657, ""Fe2Mo"": 0.08510628266363966, ""austenite"": 0.2825041918347994, ""gamma_phase"": 0.0009032030110104163, ""Ni3Ti"": 0.03517132847188478}",20250421
Co11.20Mo4.95Ti1.80,1.23E+11,873115844.6,"{""martensite"": 0.6354404276633607, ""Fe2Mo"": 0.08521068705962835, ""austenite"": 0.1931113772804653, ""gamma_phase"": 0.00854569129547781, ""Ni3Ti"": 0.07769181670106785}",20250421
Co11.20Mo5.20Ti2.20,1.34E+11,953481337.6,"{""martensite"": 0.6457108323974796, ""Fe2Mo"": 0.09106091572978653, ""austenite"": 0.1568709540389742, ""gamma_phase"": 0.01179443033047271, ""Ni3Ti"": 0.09456286750328675}",20250421
Co11.20Mo4.95Ti2.00,1.25E+11,880403049.2,"{""martensite"": 0.643007450422949, ""Fe2Mo"": 0.08563738875230624, ""austenite"": 0.1751049813667105, ""gamma_phase"": 0.01011049602182736, ""Ni3Ti"": 0.08613968343620684}",20250421
Co11.20Mo5.30Ti2.80,1.49E+11,1063671864,"{""martensite"": 0.6667583671073698, ""Fe2Mo"": 0.09434123462663105, ""austenite"": 0.1025146798033177, ""gamma_phase"": 0.01659119682074708, ""Ni3Ti"": 0.1197945216419343}",20250421
Co11.20Mo5.10Ti1.60,1.15E+11,822520139.5,"{""martensite"": 0.6250047423736518, ""Fe2Mo"": 0.08778780372022153, ""austenite"": 0.2109396783623715, ""gamma_phase"": 0.007062888617318607, ""Ni3Ti"": 0.06920488692643662}",20250421
Co11.20Mo5.35Ti1.20,1.02E+11,735421690.9,"{""martensite"": 0.6052820539583572, ""Fe2Mo"": 0.09196229355646796, ""austenite"": 0.246486924694625, ""gamma_phase"": 0.004112041334669383, ""Ni3Ti"": 0.05215668645588051}",20250421
Co11.20Mo5.40Ti2.40,1.24E+11,889938855.3,"{""martensite"": 0.6494023339671516, ""Fe2Mo"": 0.09548614764231342, ""austenite"": 0.1386651135088933, ""gamma_phase"": 0.01345769685365101, ""Ni3Ti"": 0.1029887080279906}",20250421
Co11.20Mo5.50Ti1.40,1.02E+11,729604150.4,"{""martensite"": 0.6097916030246222, ""Fe2Mo"": 0.0953903989247421, ""austenite"": 0.2284539677561107, ""gamma_phase"": 0.005721756283693283, ""Ni3Ti"": 0.06064227401083184}",20250421
Co11.20Mo5.25Ti3.00,1.58E+11,1081449291,"{""martensite"": 0.6755127724544518, ""Fe2Mo"": 0.09377360244321906, ""austenite"": 0.0843742449907615, ""gamma_phase"": 0.01817240755724953, ""Ni3Ti"": 0.1281669725543179}",20250421
Co11.20Mo5.20Ti1.20,1.02E+11,734059467.2,"{""martensite"": 0.6081736563403924, ""Fe2Mo"": 0.08895161761701126, ""austenite"": 0.246650919322167, ""gamma_phase"": 0.004032774054949215, ""Ni3Ti"": 0.05219103266548002}",20250421
Co11.20Mo5.30Ti3.00,1.71E+11,1146500759,"{""martensite"": 0.6745163388004758, ""Fe2Mo"": 0.09477115696867351, ""austenite"": 0.08434782046345689, ""gamma_phase"": 0.01819165284664526, ""Ni3Ti"": 0.1281730309207485}",20250421
Co11.20Mo5.05Ti3.00,1.60E+11,1091722264,"{""martensite"": 0.6794963711014015, ""Fe2Mo"": 0.08978624245842011, ""austenite"": 0.08447894953247248, ""gamma_phase"": 0.01809544526047151, ""Ni3Ti"": 0.1281429916472345}",20250421
Co11.20Mo5.10Ti2.60,1.41E+11,980800785.5,"{""martensite"": 0.6630000817007914, ""Fe2Mo"": 0.08991912250400855, ""austenite"": 0.1207741769814046, ""gamma_phase"": 0.01491612477904144, ""Ni3Ti"": 0.1113904940347541}",20250421
Co11.20Mo5.35Ti1.60,1.15E+11,821471050.7,"{""martensite"": 0.620150137839063, ""Fe2Mo"": 0.09279743312406152, ""austenite"": 0.2106985908222675, ""gamma_phase"": 0.007186217434961628, ""Ni3Ti"": 0.06916762077964632}",20250421
Co11.20Mo4.95Ti1.60,1.15E+11,825999304.5,"{""martensite"": 0.6279154202333131, ""Fe2Mo"": 0.08478550878146514, ""austenite"": 0.2110825599703048, ""gamma_phase"": 0.006989189394279044, ""Ni3Ti"": 0.06922732162063783}",20250421
Co11.20Mo5.15Ti2.60,1.36E+11,960213826,"{""martensite"": 0.6620114667065142, ""Fe2Mo"": 0.0909171407985596, ""austenite"": 0.1207418775251279, ""gamma_phase"": 0.01493679886252215, ""Ni3Ti"": 0.1113927161072761}",20250421
Co11.20Mo5.10Ti2.20,1.38E+11,975271976.2,"{""martensite"": 0.6476738300884383, ""Fe2Mo"": 0.08906193685318897, ""austenite"": 0.1569481374508022, ""gamma_phase"": 0.0117500331640526, ""Ni3Ti"": 0.09456606244351798}",20250421
Co11.20Mo5.45Ti1.60,1.04E+11,761988493.1,"{""martensite"": 0.6182070771899686, ""Fe2Mo"": 0.09480331974123822, ""austenite"": 0.2106011212305432, ""gamma_phase"": 0.007235725886773811, ""Ni3Ti"": 0.06915275595147624}",20250421
Co11.20Mo5.45Ti3.00,1.56E+11,1112186611,"{""martensite"": 0.671525754843714, ""Fe2Mo"": 0.09776553749601251, ""austenite"": 0.08426794981162677, ""gamma_phase"": 0.01824940084542329, ""Ni3Ti"": 0.1281913570032233}",20250421
Co11.20Mo5.15Ti2.20,1.27E+11,906041620.7,"{""martensite"": 0.6466924258963125, ""Fe2Mo"": 0.09006128213115511, ""austenite"": 0.1569096099333454, ""gamma_phase"": 0.0117722243021463, ""Ni3Ti"": 0.09456445773704071}",20250421
Co11.20Mo5.50Ti2.80,1.50E+11,1025416690,"{""martensite"": 0.6627849686985253, ""Fe2Mo"": 0.0983369687651202, ""austenite"": 0.1023955058762627, ""gamma_phase"": 0.01667109694835959, ""Ni3Ti"": 0.1198114597117321}",20250421
Co11.20Mo5.00Ti2.80,1.45E+11,1016752560,"{""martensite"": 0.6727122455404163, ""Fe2Mo"": 0.0883562329927404, ""austenite"": 0.1026902287266939, ""gamma_phase"": 0.01647150287091249, ""Ni3Ti"": 0.119769789869237}",20250421
Co11.20Mo5.30Ti1.60,1.20E+11,854266583.4,"{""martensite"": 0.6211214067518173, ""Fe2Mo"": 0.09179492613781831, ""austenite"": 0.210747103794567, ""gamma_phase"": 0.007161501385121581, ""Ni3Ti"": 0.06917506193067599}",20250421
Co11.20Mo4.95Ti1.20,1.02E+11,732575406.8,"{""martensite"": 0.6129896982270729, ""Fe2Mo"": 0.0839396565439145, ""austenite"": 0.2469210611358747, ""gamma_phase"": 0.003901294785703292, ""Ni3Ti"": 0.05224828930743459}",20250421
Co11.20Mo4.95Ti1.40,1.07E+11,768869296.9,"{""martensite"": 0.6204319935106349, ""Fe2Mo"": 0.08436183757934608, ""austenite"": 0.2290189690323578, ""gamma_phase"": 0.005441041552124447, ""Ni3Ti"": 0.06074615832553668}",20250421
Co11.20Mo5.15Ti1.60,1.12E+11,811628941.6,"{""martensite"": 0.6240341692434384, ""Fe2Mo"": 0.08878914877665019, ""austenite"": 0.2108917561869842, ""gamma_phase"": 0.007087504356420857, ""Ni3Ti"": 0.06919742143650652}",20250421
Co11.20Mo4.95Ti3.00,1.59E+11,1083784401,"{""martensite"": 0.6814868900553389, ""Fe2Mo"": 0.0877942755219729, ""austenite"": 0.08453070649800379, ""gamma_phase"": 0.01805697472675804, ""Ni3Ti"": 0.1281311531979264}",20250421
Co11.20Mo5.25Ti1.00,96817791262,698110026.2,"{""martensite"": 0.5998298332805432, ""Fe2Mo"": 0.08953819752332044, ""austenite"": 0.2644459280922847, ""gamma_phase"": 0.00253314967804858, ""Ni3Ti"": 0.04365289142580327}",20250421
Co11.20Mo5.30Ti2.00,1.20E+11,853998650.3,"{""martensite"": 0.6361628967783906, ""Fe2Mo"": 0.09263746567638705, ""austenite"": 0.1748133959033298, ""gamma_phase"": 0.01027135631353621, ""Ni3Ti"": 0.08611488532835643}",20250421
Co11.20Mo5.35Ti1.40,1.06E+11,768759134.9,"{""martensite"": 0.6126955605841363, ""Fe2Mo"": 0.09237911447855543, ""austenite"": 0.2286099025876478, ""gamma_phase"": 0.00564485493804194, ""Ni3Ti"": 0.06067056741161843}",20250421
Co11.20Mo5.50Ti2.20,1.31E+11,932380152,"{""martensite"": 0.6398172905745418, ""Fe2Mo"": 0.09706477967400907, ""austenite"": 0.1566363188459481, ""gamma_phase"": 0.01192798467539426, ""Ni3Ti"": 0.09455362623010675}",20250421
Co11.20Mo5.35Ti2.60,1.26E+11,892317781.2,"{""martensite"": 0.6580549965842659, ""Fe2Mo"": 0.09491208537124055, ""austenite"": 0.1206115359284944, ""gamma_phase"": 0.01501957908456168, ""Ni3Ti"": 0.1114018030314375}",20250421
Co11.20Mo5.20Ti1.60,1.14E+11,817797423.7,"{""martensite"": 0.6230634223388294, ""Fe2Mo"": 0.08979078410479838, ""austenite"": 0.2108436864115792, ""gamma_phase"": 0.007112144977083268, ""Ni3Ti"": 0.06918996216770969}",20250421
Co11.20Mo5.40Ti1.40,1.16E+11,833410222.2,"{""martensite"": 0.6117277445124526, ""Fe2Mo"": 0.09338258428411304, ""austenite"": 0.2285580781235813, ""gamma_phase"": 0.005670459727346367, ""Ni3Ti"": 0.06066113335250661}",20250421
Co11.20Mo4.90Ti3.00,1.59E+11,1097456459,"{""martensite"": 0.682481829737974, ""Fe2Mo"": 0.08679871986544677, ""austenite"": 0.08455643636754162, ""gamma_phase"": 0.01803774194020906, ""Ni3Ti"": 0.1281252720888287}",20250421
Co11.20Mo4.90Ti2.60,1.41E+11,998241094.5,"{""martensite"": 0.6669525341649293, ""Fe2Mo"": 0.08592991674323834, ""austenite"": 0.1209022330827442, ""gamma_phase"": 0.01483351012001841, ""Ni3Ti"": 0.1113818058890699}",20250421
Co11.20Mo5.35Ti3.00,1.58E+11,1108209327,"{""martensite"": 0.6735196913736409, ""Fe2Mo"": 0.09576899756574092, ""austenite"": 0.08432129646259309, ""gamma_phase"": 0.01821090012358006, ""Ni3Ti"": 0.1281791144744452}",20250421
Co11.20Mo5.30Ti2.40,1.29E+11,929544895.8,"{""martensite"": 0.6513741150831854, ""Fe2Mo"": 0.09348619428880288, ""austenite"": 0.1387370239285827, ""gamma_phase"": 0.01341474626035106, ""Ni3Ti"": 0.1029879204390779}",20250421
Co11.20Mo5.45Ti1.40,1.09E+11,780458785.6,"{""martensite"": 0.6107597587020102, ""Fe2Mo"": 0.09438634571847046, ""austenite"": 0.228506099865766, ""gamma_phase"": 0.005696093461233555, ""Ni3Ti"": 0.06065170225251979}",20250421
Co11.20Mo5.20Ti1.40,1.13E+11,802037058,"{""martensite"": 0.6155979916286705, ""Fe2Mo"": 0.08937045340728594, ""austenite"": 0.2287644538136228, ""gamma_phase"": 0.005568212806970623, ""Ni3Ti"": 0.06069888834345021}",20250421
Co11.20Mo5.15Ti0.80,1.01E+11,722451516.5,"{""martensite"": 0.5944027261566435, ""Fe2Mo"": 0.0871140408005138, ""austenite"": 0.2823835039883394, ""gamma_phase"": 0.0009593864244999194, ""Ni3Ti"": 0.03514034263000341}",20250421
Co11.20Mo5.40Ti2.20,1.23E+11,894628779.9,"{""martensite"": 0.6417825634203581, ""Fe2Mo"": 0.09506233604972499, ""austenite"": 0.1567150452872872, ""gamma_phase"": 0.01188340529855533, ""Ni3Ti"": 0.09455664994407427}",20250421
Co11.20Mo5.25Ti2.40,1.40E+11,981169875,"{""martensite"": 0.6523597126907419, ""Fe2Mo"": 0.09248664978209281, ""austenite"": 0.1387727965964648, ""gamma_phase"": 0.0133932887830094, ""Ni3Ti"": 0.1029875521476911}",20250421
Co11.20Mo5.00Ti1.20,1.02E+11,739647780,"{""martensite"": 0.6120268187867698, ""Fe2Mo"": 0.08494146621076734, ""austenite"": 0.2468673507517417, ""gamma_phase"": 0.003927528056075263, ""Ni3Ti"": 0.05223683619464583}",20250421
Co11.20Mo5.40Ti1.20,95922662891,695879091.4,"{""martensite"": 0.60431785616213, ""Fe2Mo"": 0.09296643628102425, ""austenite"": 0.2464319412175523, ""gamma_phase"": 0.004138527958927124, ""Ni3Ti"": 0.05214523838036651}",20250421
Co11.20Mo5.05Ti2.00,1.27E+11,903070212.7,"{""martensite"": 0.6410527825392974, ""Fe2Mo"": 0.08763596654660165, ""austenite"": 0.1750223460735547, ""gamma_phase"": 0.01015636560910041, ""Ni3Ti"": 0.08613253923144587}",20250421
Co11.20Mo5.30Ti1.80,1.14E+11,820507368.3,"{""martensite"": 0.6286211524833492, ""Fe2Mo"": 0.09221543034603269, ""austenite"": 0.1927978643660873, ""gamma_phase"": 0.00871221001296948, ""Ni3Ti"": 0.07765334279156123}",20250421
Co11.20Mo5.50Ti2.60,1.41E+11,983234040.5,"{""martensite"": 0.6550855308127934, ""Fe2Mo"": 0.09791131249334935, ""austenite"": 0.1205125769188378, ""gamma_phase"": 0.01508175443201503, ""Ni3Ti"": 0.1114088253430045}",20250421
Co11.20Mo5.15Ti1.00,99034543482,713453764.1,"{""martensite"": 0.6017498879545327, ""Fe2Mo"": 0.08753061267658119, ""austenite"": 0.2645610461860904, ""gamma_phase"": 0.002478624365715055, ""Ni3Ti"": 0.04367982881708061}",20250421
Co11.20Mo5.25Ti1.40,1.13E+11,807361055.9,"{""martensite"": 0.6146306840173573, ""Fe2Mo"": 0.09037304918263081, ""austenite"": 0.228713090372024, ""gamma_phase"": 0.005593731620306879, ""Ni3Ti"": 0.06068944480768092}",20250421
Co11.20Mo5.35Ti2.20,1.27E+11,911481256.3,"{""martensite"": 0.6427649151058643, ""Fe2Mo"": 0.09406154780852363, ""austenite"": 0.1567542153898321, ""gamma_phase"": 0.01186113873189815, ""Ni3Ti"": 0.09455818296388195}",20250421
Co11.20Mo5.30Ti2.60,1.37E+11,974501925.7,"{""martensite"": 0.6590444158154245, ""Fe2Mo"": 0.09391291825297987, ""austenite"": 0.1206442930270981, ""gamma_phase"": 0.01499887129673347, ""Ni3Ti"": 0.1113995016077641}",20250421
Co11.20Mo5.25Ti0.80,99452128616,709519794.8,"{""martensite"": 0.5924898313203327, ""Fe2Mo"": 0.08912297029483636, ""austenite"": 0.2822621379605724, ""gamma_phase"": 0.001015723096760822, ""Ni3Ti"": 0.03510933732749768}",20250421
Co11.20Mo4.90Ti1.80,1.17E+11,831675757,"{""martensite"": 0.6364138958861005, ""Fe2Mo"": 0.08421116683684163, ""austenite"": 0.1931555996122387, ""gamma_phase"": 0.008521988113224448, ""Ni3Ti"": 0.07769734955159462}",20250421
Co11.20Mo5.05Ti1.80,1.18E+11,840338292.3,"{""martensite"": 0.6334929562750866, ""Fe2Mo"": 0.08721059485615636, ""austenite"": 0.1930225090538285, ""gamma_phase"": 0.00859316097337921, ""Ni3Ti"": 0.07768077884154943}",20250421
